adwell {"v":["allure","attract"]}
toolshapedom {"n":["skeuomorphism"]}
snowkuggle {"n":["snowglobe"]}
wetbaking {"a":["sous vide"]}
timeroomth {"n":["spacetime"]}
freetime {"n":["spacetime"]}
steat {"n":["stød"]}
under-
 after- {"x":["sub-"]}
below-freezing {"a":["subzero"]}
The sky {"n":["sun's dwelling"]}
overfairnessbrokenliatoneliteachworthy {"a":["worthy"]}
overworlddeal {"n":["supercontinent"]}
alderworlddeal {"n":["supercontinent"]}
overheleth {"n":["superhero"]}
Swabeland {"n":["Swabia"]}
Sweaveland {"n":["Swabia"]}
Swabish {"n":["Swabian"]}
Sweavish {"n":["Swabian"]}
the same as {"p":["synonymous"],"i":["synonymous"]}
akin to {"p":["synonymous"],"i":["synonymous"]}
beedcloth {"n":["table cloth"]}
boardcloth {"n":["table cloth"]}
set meal {"n":["table d'hôte"]}
guestgiver's beed {"n":["beed"]}
snellmote {"n":["tachyon"]}
swiftbit {"n":["tachyon"]}
Greatuprightness {"n":["Taishō"]}
Greatrightwiseness {"n":["Taishō"]}
Westsummerwrit {"n":["Tangut"]}
Westsummerrish {"n":["Tangut"]}
farferrier {"n":["teleporter"]}
farwork {"v":["telework"]}
sightcast {"a":["televisual"]}
midstrip {"n":["temperate zone"]}
thatchen {"a":["thatched"]}
heat- {"x":["thermo"]}
warmthlore {"n":["thermology"]}
heatlore {"n":["thermology"]}
hy {"n":["they/them/their"]}
'em {"n":["they","them","their"]}
arveth-throw {"n":["time of tribulation"]}
arvethrow {"n":["time"]}
umgrave {"n":["afixsplit"]}
incarve {"n":["tmesis"]}
to cun or to mow {"v":["to mow"]}
through- or thru- {"x":["trans"]}
yondwere {"n":[]}
halfwere {"n":["transhuman"]}
halfman {"n":["transhuman"]}
yondweredom {"n":["yondweredom"]}
halfweredom {"n":["transhumanism"]}
mirethwarsing {"a":["transliminal"]}
yondwhat {"v":["transsubstantiate"]}
yondandwork {"v":["transsubstantiate"]}
boardshape {"n":["trapezium","trapezoid"]}
kinelder {"n":["tribal leader"]}
kinleader {"n":["tribal leader"]}
hereman {"n":["tribal leader"]}
hairlore {"n":["hairlore"]}
yearthree {"n":["triennium"]}
threenookbone {"n":["triquetal bone"]}
unblithe {"a":["tristful"]}
unglad {"a":["tristful"]}
nippers {"n":["tweezers"]}
unfrelsed {"a":["uncelebrated"]}
unbesteveningfall {"n":["undefinite"]}
unbestevenedness {"n":["undefinitiveness"]}
untalely {"a":["undescribable"]}
undwelled {"a":["unhabited"]}
unerned {"a":["unhabited"]}
unwoned {"a":["unhabited"]}
Unmarked Flying Onget {"n":["Onget"]}
Unknown Flying Ware {"n":["Unknown Flying Ware"]}
mains backup {"n":["UPS"]}
boroughwere {"n":["urbanite"]}
The Plough {"n":["ursa major"]}
The Great Bear {"n":["ursa"]}
make worth of {"v":["use"]}
neet {"v":["use"]}
for nothing {"x":["vain"]}
in wanhope {"x":["vain"]}
sea gods {"n":["gods"]}
storm gods {"n":[]}
fishing gods {"n":["Vánir"]}
shipwreckers {"n":["Vánir"]}
freight-gods {"n":["Vánir"]}
lade-ghosts {"n":["Vánir"]}
hoard-ghosts {"n":["Vánir"]}
foe gods {"n":["Vánir"]}
water wights {"n":["wights"]}
mermen {"n":["Vánir"]}
Wones {"n":["Vánir"]}
Way {"n":["way"]}
reremouse {"n":["vespertilines"]}
ryemouse {"n":["vespertilines"]}
flittermouse {"n":["vespertilines"]}
by way of {"p":["via"],"i":["via"]}
underforesitter {"n":["vicechief"]}
ghost brother {"n":["Vili"]}
Will {"n":["Vili"]}
Aped Warehood {"n":["Virtual Reality"]}
in  light of {"p":["in","about"],"i":["in","about"]}
with casting to {"p":["vis-à-vis"],"i":["vis-à-vis"]}
balday's bane {"n":["viscum"]}
lo {"i":["lo"]}
thank-you working {"a":["voluntary"],"n":[]}
Wyeambighter {"n":["War Minister"]}
Wye Rike {"n":["War Minister"]}
-by {"n":["wick"]}
First Worldwye {"n":[]}
Other Worldwye {"n":["World War Two"]}
Twoth Worldwye {"n":["World War Two"]}
fremmedlove {"n":["xenophilia"]}
otherlove {"n":["xenophilia"]}
droughtlove {"n":["xerophilia"]}
droughtfear {"n":["xerophobia"]}
sword shapen {"a":["shapen"]}
woodlike {"a":["xyloid"]}
woodlore {"n":["xylology"]}
bone scraper {"n":["scraper"]}
YMCF {"n":["YMCA"]}
nep-holder {"n":["Zarf"]}
mug-holder {"n":["Zarf"]}
can-holder {"n":["Zarf"]}
timeghost {"n":["zeitgeist"]}
timesoul {"n":["zeitgeist"]}
skull-hat {"n":["skull-hat"]}
head-hat {"n":["hat"]}
beerlover {"n":["beerlover"]}
abite {"v":["bite"]}
acornshell {"n":["stalkless barnacle"]}
acrechurl {"n":["farmer","ploughman"]}
adderkin {"n":["adder"]}
adderwort {"n":["plant"]}
afterdoomsday {"a":["post-apocalyptic"]}
aftertime {"n":["future"]}
alderdeemer {"n":["judge"]}
aleknight {"n":["drunkard"]}
alfather {"n":["head god"]}
Almannish {"n":["Alemannic"],"a":["Alemannic"]}
along of {"p":["because"],"i":["because"]}
alseeing {"a":["omnipercipient"]}
amid {"r":["during"],"p":["during"],"i":["during"]}
anletbone {"n":["facial"]}
anothergates {"a":["different"]}
anward tide {"n":["present"],"a":["present"]}
anywise {"r":["anywise"]}
applewine {"n":["applewine"]}
arrowmaker {"n":["fletcher"]}
arvethly {"a":["with difficulty"]}
arvethright {"a":["hard"]}
arvethteachy {"a":["hard to show","hard to prove"]}
ashgrey {"a":["cinereous"]}
askeel {"n":["halosaur"]}
atfang {"v":["claim"]}
Athabasca Mere {"n":["mere"],"p":["mere"],"i":["mere"]}
athelkind {"a":["noble"]}
atterdeer {"n":["venomous animal"]}
atterling {"n":["malicious"]}
atwain {"r":["in two parts"]}
backfriend {"n":["friend"]}
backleech {"n":["physiatrist"]}
Baker Mere {"n":["Mere"],"p":["Mere"],"i":["Mere"]}
Balaton Mere {"n":["Mere"],"p":[],"i":[]}
balecraft {"n":["witchcraft"]}
Balkash Mere {"n":["Mere"],"p":["Mere"],"i":["Mere"]}
baller {"n":["player","wealthy"]}
Baltland {"n":["the Baltic land region"],"p":["the Baltic land region"],"i":["the Baltic land region"]}
barley moon {"n":["full moon in August"]}
Barnick {"n":["the Bernicians"],"p":["the Bernicians"],"i":["the Bernicians"]}
Barnickrich {"n":["Kingdom"],"p":["Kingdom"],"i":["Kingdom"]}
Baskon {"n":["Basque person"],"p":["Basque person"],"i":["Basque person"]}
Baskonland {"n":["Basque Country"],"p":[],"i":[]}
beardtongue {"n":["Penstemon"]}
bearen {"n":["she-bear"]}
bearings {"n":["direction"]}
bearwort {"n":["plant","spignel"]}
beaver moon {"n":["full moon"]}
beechurl {"n":["beekeeper"]}
befoe {"v":["become a foe of"]}
begone {"i":["avaunt"]}
begriprown {"n":["rune"]}
behirn {"v":["store"]}
behither {"p":["this"],"i":["this"]}
benetide {"n":["prayer time"]}
benorth {"p":["north of"],"i":["north of"]}
Benthamish {"a":["utilitarian"],"p":["utilitarian"],"i":["utilitarian"]}
Bentleyish {"a":[],"p":[],"i":[]}
bentmoon {"n":["crescent"]}
berusingtide {"n":["season"]}
besight {"n":["legal provision"]}
besouth {"p":["south of"],"i":["south of"]}
beswink {"v":["acquire"]}
bethwack {"v":["thwack"]}
betwixtset {"a":["interposed"]}
bewest {"p":["west of"],"i":["west of"]}
bigwheel {"n":["ferris wheel"]}
birthfather {"n":["father"]}
birthmother {"n":["mother"]}
bishopswort {"n":["wood betony"]}
bittock {"n":["small bit"]}
Black Sheep Turkmen {"n":["Turkmen"],"p":["Turkmen"],"i":["Turkmen"]}
blood moon {"n":["full moon","lunar eclipse"]}
bloodfear {"n":["hemophobia","bloodfear"]}
bloodtale {"n":["tale"]}
bloodwite {"n":["penalty"]}
bloop {"n":["beeping sound"],"v":["beeping sound"]}
blossom moon {"n":["full moon"]}
boatward {"n":["ship's commander"]}
bondfolk {"n":["serfs"]}
bondland {"n":["bondland"]}
bookland {"n":["land"]}
bookspeech {"n":["literary language"]}
boroughland {"n":["cityland"]}
boroughward {"n":["city guard"]}
boroughwit {"n":["city counselor"]}
brakestreeling {"n":["bremsstrahlung"]}
breakth {"n":["brokenness"]}
bredheel {"n":["platform heel"]}
brinetree {"n":["brinetree"]}
brinewort {"n":["brinewort"]}
bristle worm {"n":["worm"]}
Britwales {"n":["Britons"],"p":["Britons"],"i":["Britons"]}
Bronding {"n":["someone from Brond"],"p":["someone from Brond"],"i":["someone from Brond"]}
brotherwife {"n":["brotherwife"]}
butterflytree {"n":["butterflytree","mopane"]}
by the rood {"i":["oath"]}
bygirdle {"n":["purse"]}
byrlady {"i":["exclamation"]}
called for {"a":["warranted"]}
Cathom {"n":["Caen"],"p":["Caen"],"i":["Caen"]}
chafer {"n":["scarab"]}
cheel {"n":["boat"]}
Cheese Week {"n":["the last week of eating cheese"],"p":["the last week of eating cheese"],"i":["the last week of eating cheese"]}
chilver {"n":["lamb"]}
chirkel {"n":["circle"]}
chokelew {"a":["chokesome"]}
chooseling {"n":["one of the elect"]}
churlborn {"a":["low-born"]}
churlfolk {"n":["commonfolk"]}
cling wrap {"n":["saran wrap"]}
clote {"n":["burdock","clotbur"]}
clother {"n":["clothier"]}
coalmouse {"n":["bird"]}
cockstone {"n":["alectory"]}
cold moon {"n":["December full moon"]}
Coleyn {"n":["the city"]}
cookshop {"n":["restaurant"]}
coppen {"v":["await"]}
Cornwales {"n":["Cornishmen"],"p":["Cornishmen"],"i":["Cornishmen"]}
covegod {"n":["household god"]}
crafted tongue {"n":["conlang"]}
deadname {"n":["necronym"]}
deadshot {"n":["marksman"]}
deathknell {"n":["sign"]}
Denlaw {"n":["Danelaw"],"p":["Danelaw"],"i":["Danelaw"]}
Der {"n":["belonging"],"p":["belonging"],"i":["belonging"]}
Dere {"n":["Deirians"],"p":["Deirians"],"i":["Deirians"]}
Derrich {"n":["Deria"],"p":["Deria"],"i":["Deria"]}
derringdo {"n":["heroic"]}
devilcraft {"n":["devilcraft"]}
distaff side {"n":["female"]}
doleland {"n":["share"]}
dom {"x":["-cracy","-archy"]}
Donnow {"x":["Danube"]}
doombook {"n":["book"]}
doomladen {"a":["tragic"]}
dor {"n":["insect"]}
downelf {"n":["mountain elf"]}
drink hail {"n":["drink"],"i":["drink"]}
drinkshop {"n":["shop"]}
dropmeal {"r":["drop-by-drop"]}
dropwort {"n":["Filipendula"]}
Dubawnt Mere {"n":["Dubawnt Lake"],"p":["Dubawnt Lake"],"i":["Dubawnt Lake"]}
dumpster {"n":["large trash receptacle"]}
dwelse {"v":["stray"]}
dwelsing {"n":["stupor"]}
eamdaughter {"n":["paternal female cousin"]}
eamson {"n":["cousin"]}
ean {"v":["lamb"]}
eanling {"n":["lamb"]}
earshrift {"n":["confession"]}
earstone {"n":["earstone"]}
earther {"n":["inhabitant"]}
earthivy {"n":["ground-ivy"]}
earthline {"n":["horizon"]}
earthwave {"n":["seismic wave"]}
earthweal {"n":["wealth"]}
East Englerich {"n":["Englerich"],"p":["Englerich"],"i":["Englerich"]}
easten {"r":["from the east"]}
Eastern {"a":["Oriental"]}
Easterner {"n":["Orient"]}
eaverthring {"n":["Orion"],"p":["Orion"],"i":["Orion"]}
eavestrough {"n":["rain gutter"]}
ed {"x":["re-"]}
edderbreach {"n":["trespassing"]}
eftsithe {"n":["return journey"]}
egg moon {"n":["full moon in May"]}
elbowbour {"n":["couter"]}
elderthane {"n":["principal servant"]}
elevenfold {"a":["undecuple"],"r":["undecuple"]}
elfkin {"n":["elf race"]}
elflocks {"n":["tangled mess of hair"]}
ellenmearth {"n":["glory"]}
ellerfouse {"a":["ready"]}
elsewhen {"r":["at some other time"]}
elsewhence {"r":["from elsewhere"]}
elsewhither {"r":["another direction","another place"]}
eltheed {"n":["foreign nation"]}
emforth {"p":["extent"],"i":["extent"]}
endbirdly {"r":["ordinally"]}
endbrain {"n":["telencephalon"]}
Englekin {"n":["the English people"]}
Engles {"n":["Englishmen"],"p":["Englishmen"],"i":["Englishmen"]}
Engley {"a":["Anglic"]}
Englishen {"v":["Anglicize"]}
ereyesterday {"n":["ereyesterday"],"r":["ereyesterday"]}
erfdeal {"n":["inheritance"]}
erfland {"n":["heritable land"]}
esen {"n":["servant"]}
et {"x":["forms nouns"]}
ethelward {"n":["ward"]}
Eufrate {"n":["the Euphrates"],"p":["the Euphrates"],"i":["the Euphrates"]}
evenborn {"a":["equal-bred"]}
evenbusiness {"n":["cooperative"]}
evenwright {"n":["coworker"]}
Everettish {"a":["many-worlds"],"p":["many-worlds"],"i":["many-worlds"]}
everfrostland {"n":["tundra"]}
everlink {"n":["permalink"],"v":["permalink"]}
evertilth {"n":["evertilth"]}
everywhence {"r":["from all directions"]}
far shout from {"x":["shout"]}
fass {"n":["rootlets"]}
fastshaft {"n":["solid matter"]}
fathomlessness {"n":["unimaginability"]}
faxed {"a":["maned"]}
faxneedle {"n":["hair needle"]}
faxread {"v":["trim"]}
featherheaded {"a":["foolish"]}
feeboot {"n":["pay"]}
feening {"n":["craving"]}
feethe {"v":["walk"]}
feethgang {"n":["journey"]}
feethheer {"n":["foot army"]}
fellen {"a":["skin"]}
fer {"x":["denotes a negative suddenness and unexpectedness"]}
ferdwite {"n":["penalty"]}
ferndays {"n":["days of old"]}
fernseed {"n":["spores"]}
fieldelf {"n":["field elf"]}
fireflood {"n":["lava"]}
firnut {"n":["fircone"]}
firsen {"n":["heel"]}
Fitherrich {"n":["tetrarch"]}
flightfear {"n":["aerophobia"]}
flitecraft {"n":["arguing"]}
flot {"n":["water"]}
foalfoot {"n":["coltsfoot"]}
foldway {"n":["the Earth"]}
folkbale {"n":["public backlash"]}
folkname {"n":["demonym"]}
folkstow {"n":["country place"]}
folktilth {"n":["folktilth"]}
Folkwandering {"n":["migrations"],"p":["migrations"],"i":["migrations"]}
footwelm {"n":["sole"]}
for eld {"r":["for ages"]}
forebody {"n":["thorax"]}
forecool {"v":["precool"]}
foregate {"n":["main entrance","front gate"]}
foregut {"n":["foregut"]}
forekidney {"n":["pronephros"]}
forenight {"n":["evening"]}
foreowned {"a":["pre-owned"]}
foreseen that {"p":["provided"],"i":["provided"]}
formmother {"n":["progenitrix"]}
forswink {"v":["exhaust"]}
forswy {"v":["be silent"]}
forwander {"v":["wander"]}
forwhy {"r":["for the reason that","the reason why"]}
fox's sleep {"n":["feigned"]}
Frankdom {"n":["Francosphere"]}
freestand {"v":["be independent"]}
friendfoe {"n":["frenemy"]}
Frily {"a":["Venutian"]}
Frinight {"n":["night"],"p":["night"],"i":["night"]}
frithend {"n":["peacebearer"]}
frithguild {"n":["guild"]}
frithless {"a":["peaceless"]}
frithyearn {"a":["peace-eager"]}
frostbearer {"n":["cryophorus"]}
fuloughter {"n":["baptist"]}
fuloughthood {"n":["baptismal vow"]}
galdergaler {"n":["enchanter"]}
galdersong {"n":["song"]}
Gallish {"n":["Gaulish"],"p":["Gaulish"],"i":["Gaulish"],"a":["Gaulish"]}
gallowmood {"a":["grim","gloomy"]}
Gandes {"n":["the Gandes"],"p":["the Gandes"],"i":["the Gandes"]}
Gangdays {"n":["Rogation"]}
gangle {"v":["move"]}
gangman {"n":["gangmember"]}
Gascon {"n":["wine"],"p":["of"],"i":["of"],"a":["of"]}
ghostgun {"n":["gun"]}
ghostlore {"n":["ghostology","spectrology"]}
glass noodle {"n":["cellophane noodle"]}
gleemaiden {"n":["musician"]}
Glom {"n":["one of the Lemovii people"],"p":["one of the Lemovii people"],"i":["one of the Lemovii people"]}
goatsrue {"n":["Galega plant"]}
godsent {"a":["beneficial"]}
godspeed {"i":["good wishes"]}
godwebben {"a":["precious"]}
goings on {"n":["events","activities"]}
goldmaslin {"n":["orichalcum"]}
gome {"n":["male"]}
gongfarmer {"n":["cleaner"]}
gongman {"n":["cleaner"]}
Gotland {"n":["the land of the Goths"]}
gound {"n":["eye mucus"]}
gouthcust {"n":["warlike excellence"]}
gouthhorn {"n":["war horn"]}
gouthmoot {"n":["battle"]}
gouthrink {"n":["heroic"]}
graftiwork {"n":["engraved piece of art"]}
graithly {"r":["preparedly"]}
gravewax {"n":["adipocere"]}
Great Bear Mere {"n":["Great Bear Lake"],"p":["Great Bear Lake"],"i":["Great Bear Lake"]}
Greenlandish {"a":["Greenlandic"]}
greywater {"n":["sullage"]}
gropenail {"n":["kind of small nail"]}
guildsman {"n":["guild-member"]}
halfclepend {"n":["semi-vowel"]}
halfgidden {"n":["demigoddess"]}
hallmoot {"n":["court"]}
hallowing book {"n":["benedictional"]}
Hallowtide {"n":["the first week of November"]}
halsewort {"n":["throatwort plant"]}
Halsing {"n":["one of the Halsings"],"p":["one of the Halsings"],"i":["one of the Halsings"]}
hamble {"v":["disable"]}
hareseye {"n":["lagophthalmus"]}
haresleep {"n":["doze"]}
harfolk {"n":["army folk"]}
harmqueath {"v":["revile"]}
harpath {"n":["military road"]}
harspeed {"n":["military success"]}
Hatwere {"n":["group"],"p":["group"],"i":["group"]}
haver {"n":["male goat"]}
hawksbeard {"n":["Crepis plant"]}
hawspind {"n":["cheek"]}
hay moon {"n":["full moon in July"]}
headleighter {"n":["chief error","sin"]}
headshop {"n":["shop"]}
headstool {"n":["chief seat","chief position"]}
headward {"n":["chief"]}
headwright {"n":["chief workman"]}
healstone {"n":["cake"]}
heamedchurl {"n":["married man"]}
heamedwife {"n":["married woman"]}
heartquake {"n":["palpitation","emotion"]}
heartwrenching {"a":["upsetting","distressing"]}
heathglemb {"n":["war wound"]}
heavenrich {"n":["Kingdom"]}
heavensent {"a":["fortunate","appropriate","providential"]}
heavyhanded {"a":["oppressive","clumsy"]}
heavyhandedly {"r":["heavily"]}
heigfer {"n":["young cow"]}
hellbent {"a":["determined"]}
Hellmere {"n":["Hellmere"]}
hellraiser {"n":["troublemaker"]}
Herdsman {"n":["Bo"]}
hereat {"r":["as a result"]}
herethrough {"r":["by this means"]}
heriot {"n":["military equipment"]}
herthen {"n":["testicles"]}
hext {"a":["highest"]}
high end {"a":["high"]}
hildspel {"n":["speech","story"]}
hindlook {"n":["afterlook"]}
hindneck {"n":["the nape"]}
hipple {"n":["heap"]}
hithercoming {"n":["arrival"]}
hoardcove {"n":["place for treasure"]}
hoarstone {"n":["stone"]}
hogreeve {"n":["official"]}
hogsfennel {"n":["Peucedanum officinale plant"]}
Holiwere {"n":["Saint Cuthbert"],"p":["Saint Cuthbert"],"i":["Saint Cuthbert"]}
holy fire {"n":["St"]}
homefear {"n":["oikophobia"]}
homeware {"n":["furniture","utensils","wares"]}
homewares {"n":["furnishings"]}
honeywort {"n":["Galium cruciatum"]}
horewort {"n":["plant"]}
hornen {"a":["horn"]}
horningson {"n":["bastard son"]}
houndfish {"n":["fish"]}
Hounding {"n":["one of the Hundings"],"p":["one of the Hundings"],"i":["one of the Hundings"]}
houndstongue {"n":["plant"]}
housel {"n":["offering","Eucharist"]}
houselady {"n":["mistress"]}
houselord {"n":["houselord"]}
houser {"n":["member"]}
housewares {"n":["utensils"]}
hunter's moon {"n":["full moon"]}
hursting {"n":["vessel"]}
iceclaws {"n":["crampons"]}
iceweasten {"n":["stretch"]}
ickle {"n":["piece of ice"]}
IIMR {"x":["if I remember correctly"]}
Iliamna Mere {"n":["Iliamna Lake"]}
Imber {"n":["one of the Ambrones"],"p":["one of the Ambrones"],"i":["one of the Ambrones"]}
in keeping with {"p":["in accordance with"],"i":["in accordance with"]}
inkselves {"n":["you two's selves"]}
inname {"n":["endonym"]}
Ires {"n":["Irishmen"]}
ish {"x":[]}
Ismahelitish {"a":["Ishmaelite"]}
Ismahelits {"n":["Bedouins"],"p":["Bedouins"],"i":["Bedouins"]}
Ist {"n":["one of the Aesti"]}
kenness {"n":["nativity"]}
kenningtide {"n":["birthtime"]}
khagandom {"n":["khaganate"]}
kidneyleech {"n":["nephrologist"]}
kinband {"n":["royal crown"]}
kinbarn {"n":["royal child"]}
kinborn {"a":["royal"]}
kinborough {"n":["royal city"]}
kind wit {"n":["natural intelligence"]}
Kindbook {"n":["Genesis"],"p":["Genesis"],"i":["Genesis"]}
kinhome {"n":["royal home"]}
kinmoot {"n":["royal council"]}
kinright {"n":["royal right"]}
kinshroud {"n":["royal clothing","king's raiment"]}
kipe {"n":["basket"]}
kneebook {"n":["genealogy"]}
kneebour {"n":["poleyn"]}
knightling {"n":["small knight"]}
knittle {"n":["knitting thread"]}
lairwite {"n":["penalty"]}
landbook {"n":["land charter"]}
landfowl {"n":["bird"]}
landimere {"n":["boundary"]}
landsid {"n":["custom"]}
laughtercraft {"n":["comedy"]}
lawwit {"n":["barrister","lawyer","judge"]}
lay about {"n":["lazy person"]}
layernaker {"n":["exfoliator"]}
le {"x":["frequentative"]}
leanland {"n":["feudal land"]}
leastwield {"n":["minarchy"]}
leathern {"a":["leather"]}
leechbook {"n":["medicine book"]}
leedshather {"n":["public enemy"]}
liblock {"n":["crafting of medicine"]}
liblocker {"n":["magician"]}
lichway {"v":["carry-to-grave"]}
lifefrea {"n":["lord"]}
lilycrop {"n":["lilypad"]}
limbmeal {"r":["limb from limb"]}
littlefinger {"n":["pinky"]}
loathspel {"n":["tragic story","unpleasant story"]}
loavedeed {"n":["praiseworthy deed"]}
Londonbury {"n":["the City of London"]}
longmindedness {"n":["longanimousness"]}
longwinded {"a":["tedious"]}
loof {"n":["palm"]}
lordswike {"n":["traitor"]}
loreswike {"n":["false lore","pseudo-science"]}
lorewit {"n":["learned man"]}
losel {"n":["worthless person"]}
loveday {"n":["day"]}
lovetoken {"n":["gift"]}
lowend {"a":["lowly"]}
lower noseshell {"n":["noseshell"]}
lowminded {"a":["vulgar","unworthy"]}
lungleech {"n":["pulmonologist"]}
lyerash {"n":["flash"]}
makebelief {"n":["imagination"]}
makegame {"n":["ridicule"]}
mani {"x":["multi-"]}
Manitoba Mere {"n":["Mere"],"p":["Mere"],"i":["Mere"]}
manseed {"n":["semen"]}
markdown {"n":["lowering"]}
Markish {"n":["Mercian"],"a":["Mercian"]}
