WORD,ANG. SPEL.,MEANING,KIND,FOREBEAR,FROM,NOTES,TAGS
Israelish,Israelisc,᛫ Israeli ᛫ Israelite ᛫,AJ,Israēlisc,OE,,
iss,iss,᛫ to covet ᛫,V,yī̆tsen&gītsian,ME&OE,,
issing,issing,᛫ avarice ( an intense selfish desire for wealth or possessions ) ᛫ covetousness ᛫,N,gītsung,OE,,
ist,,᛫ a tempest ᛫ a hurricane [ᚹ] ᛫ a typhoon [ᚹ] ᛫ a cyclone [ᚹ] ᛫,N,ȳst,OE,,
Ist,,᛫ one of the Aesti ᛫,N(P),Istum ,OE,,
Italish,Italisc,᛫ Italian ᛫,N᛭AJ,~,NE,,
itch,icc,᛫ a poisonous frog ᛫,N,iche[ȳce],ME,"""icc"" spelling follows the three letter rule, like inn/egg/ebb etc",
ithe,iðe,᛫ a wave ᛫,N,īthe&ȳþ,ME&OE,,
ithelidder,iðelidder,᛫ a wave traverser ᛫ ship ᛫,N,ȳþlida,OE,,
ithelode,iðelode,᛫ a way across the waves ᛫ a voyage ( poetic ) ᛫,N,ȳþlād,OE,,
ithing,iðing,᛫ over-abundance ᛫ redundancy ᛫ an overflowing ᛫,N,ȳþung,OE,,
ivy,ifig,᛫ a Hedera helix plant ᛫ a Nepeta glechoma plant ᛫,N,ivy&īvī,NE&ME,,
Joudish,Judisc,᛫ Jewish speech ᛭ Jewish ᛫ Judean ᛫,N(P)᛭AJ(P),Jūdēish[Iūdēisc],ME‹I‹H‹O,,
Joudishman,Judiscman,᛫ a Jew ᛫ a Judean ᛫,N(P),Jūdēish+man,ME+NE,,
Joudy,Judi,᛫ Judea ᛫,N(P),Iudēa,OE‹I,note: ME Judee & Judy,
kale,,᛫ kale ᛫,N,~[cōl][cāl],NE‹ME‹OE‹I,,
kedlock,,᛫ a Sinapis alba plant ( white mustard ) ᛫,N,~,NE,,
keel,,᛫ to cool ᛫ to chill ᛫,V,~[cēlan],NE,kin: cool,
keel,,᛫ to collapse ᛫ to faint ᛫ to fall ᛫,V,~,NE‹N,,
keeling,,᛫ cooling ᛫ refreshment ᛫,N,kẹ̄ling[cēling],ME,,
keep,,᛫ attention ᛫ notice ᛫ concern ᛫ protection ᛫ vigilance ᛫ a donjon ( a central tower of a castle ) ᛫ a rook [ᚹ] ᛭ to retain ᛫ to care for ᛫ ,N᛭V,keep&kēp,NE&ME,,
keeper,,᛫ a guardian ᛫ a custodian ᛫,N,~,NE,,
keepsake,,᛫ a memento ᛫ a souvenir ᛫,N,~,NE,,
kemb,,᛫ to comb ᛫ to neaten ᛫ to tidy up ᛫ to card ( to clean with a comb ) ᛫,V,kemben,ME,found in: unkempt ᛫ kin: comb,
kemp,,᛫ a champion ᛫ a warrior ᛫ a fighter ᛭ to fight ᛫,N᛭V,kemp&kempen,NE&ME,kin: champion,
kemp,,᛫ facial hair ᛫ whiskers ᛫ bristles of hair ᛫ coarse hair ᛫,N,kemp&cenep,NE&OE,,
kempt,,᛫ maintained in a neat and clean condition ᛫,AJ,~,NE,,
ken,,᛫ to beget ᛫,V,kennen[acennan],ME,,
ken,,"᛫ one's knowledge , understanding , or sight ᛫ information ᛭ to know ᛫ to ascertain ᛫ to inform ᛫ to make known ᛫ to notify ᛫",N᛭V,ken&kennen,NE&ME,,
kenbook,,᛫ an encyclopedia ᛫,N,ken+book,NE×2,,
kench,kenc,᛫ to laugh aloud ᛫ to jeer ᛫,V,chinken/kenchen,ME,,
kennend,,᛫ a parent ᛫,N,cennend,OE,literally begetter,
kenness,,᛫ one's nativity ᛫,N,cenness,OE,,
kenning,,᛫ birth ᛫ incarnation ᛫,N,akennednesse,ME,,
kenning,,᛫ a metaphor whereby a simple thing is described in an allusive way ᛫,N,~,NE‹N,example: brimhengest (sea horse) = ship,
kenningstow,kenningstoƿ,᛫ a birthplace ᛫,N,cenningstōw,OE,,
kenningtide,,᛫ the time of birth ᛫,N,cenningtīd,OE,,
kerf,,᛫ the act of cutting ᛫ an incision ᛫ a niche ᛫ a notch ᛫ a slash ᛫ a tally ᛫ a level [ᚹ] ᛫ a degree in a ranking system [ᚹ] ᛫,N,kerf&kirf[cyrf],NE&ME,"""tally"" meaning inspired by German ""Einkerbung""",
kern,,᛫ to form or bear grains or fruit ᛫ to granulate ᛫ to come to fruition ᛫,V,kirnen[cyrnian/cyrnan],ME,"OED: "". . . cyrnian is apparently implied in the obscure gloss gecyrnode. . . Napier's O.E. Glosses 26/15.""",
kernel,,"᛫ a nucleus of a nut , a seed , or a fruit stone ᛫ a nucleus of an atom [ᚹ] ᛫ a granule ᛫ a nodule ᛫ a gland ᛫ a pathological lump ᛫ a tumor ᛫",N,kernel&kirnel[cyrnel],NE&ME,[OED],
key,keg,᛫ a solution ᛭ crucial ᛫ indispensable ᛫,N,~,NE,,
keyboard,kegboard,᛫ a panel of keys that operate a computer typewriter or instrument ᛫ a piano [ᚹ] ᛫,N,~,NE,,
keyharp,kegharp,᛫ a clavichord ᛫,N,key+harp,NE×2,"partial calque of clavichord, also by analogy of strikeharp",
keystone,kegstone,᛫ a cornerstone ᛫,N,~,NE,,
khagandom,,᛫ a khaganate ᛫,N,khagan+dom{khaganate},O+NE,,
khandom,,᛫ a khanate ᛫,N,khan+dom{khanate},O+NE,,
kickback,,᛫ a bribe ᛫,N,"kick-back, kickback",NE,,
kidneyleech,kidnegleec,᛫ a nephrologist ᛫,N,kidney+leech,NE×2,,
killer whale,hƿale,᛫ an Orca whale ᛫ ,N,~,NE,,
kiln,,᛫ a furnace ᛫,N,~,NE‹ME‹OE‹I,,
kimmen,,᛫ cumin ᛫,N,cymen,OE‹I‹?,,
kin,,᛫ royal ᛫,AJ,kine[cyne],ME,,
kin,,᛫ regal- ᛫,PREFIX,~,ME,,
kin,,᛫ ( diminutive suffix ) ᛫,SUFFIX,~,NE,from Dutch?,
kin,,᛫ family members ᛫ a gender ( of nouns ) ᛫,N,kin&cynn,NE&OE,,
kinband,,᛫ a royal crown ᛫,N,cynebænd,OE,,
kinbarn,,᛫ a royal child ᛫,N,kinebearn[cynebearn],NE,,
kinbench,kinbenc,᛫ a throne ᛫,N,kinebenche,ME,,
kinborn,,᛫ of royal birth ᛫,AJ,kiniborne[cyneboren],ME,,
kinborough,kinboroug,᛫ a royal city ᛫,N,kineburh,ME,,
kind,,᛫ a type ᛫ a category ᛫ a sort ᛫ genre ᛫ a nature ( of something ) ᛫ nature ( the abstract domain of all that is natural ) ᛫,N,kind&kind,NE&ME,,
kind of,,᛫ sort of ᛫ to some extent ᛫,AV,~,NE,,
kind wit,ƿit,᛫ natural intelligence ( as in common sense ) ᛫,N,Kynde Wit,ME,,
Kindbook,,᛫ the book of Genesis ᛫,N(P),gecyndbōc,OE,,
kindful,,᛫ natural ᛫,AJ,kīndeful ,ME,,
kindle,kindel,᛫ an offspring ᛫,N,kindel,ME,kin: kind,
kindlimb,,"᛫ a sex organ ( a vulva , a uterus , a penis , etc ) ᛫",N,gecyndlim,OE,,
kindliness,,᛫ naturalness ᛫ naturality ᛫,N,kīndelīnesse,ME,,
kindlore,,᛫ physics ( the study ) ᛫,N,kind+lore,ME+NE,"calque: natuurkunde ᛫ ""kind"" meant ""nature"" in Middle English",
kindly,kindlig,᛫ natural ᛫ innate ᛫ intrinsic ᛭ naturally ᛭ please ᛫,AJ᛭AV᛭I,kindly&kīndelī&ikīndelīch ,NE&ME&ME,,
kindness,,᛫ a kind deed ᛫ a favour ᛫,N,~,NE,,
kindred,,᛫ related ᛫,AJ,~,NE,,
kinfolk,,᛫ blood relations ᛫ relatives ᛫ family members ᛫,N,~,NE,,
kingdom,,᛫ a monarchy ᛫,N,~,NE,,
kingkin,,᛫ a royal family ᛫,N,cyningcynn,OE,,
kinglax,,᛫ a chinook salmon ᛫,N,king+lax,NE×2,calque: king salmon,
kingly,kinglig,᛫ royal ᛫,AJ,~,NE,,
kingmorth,kingmorð,᛫ regicide ᛫,N,king+morth,NE+ME,calque: Königsmord,
kingrich,kingric,᛫ a kingdom ᛫,N,kingrīche,ME,,
kingsbloom,,᛫ a Paeonia plant ( a peony / a paeony ) ᛫,N,kingsbloome,ME‹(E+E‹N),or: kingsblossom,
kingsevil,kingsefel,᛫ scrofula ᛫,N,~,NE,,
kingship,kingscip,᛫ the state or position of being a king ᛫,N,~,NE,,
kingslayer,kingslager,᛫ a regicide ᛫,N,~,NE,,
kingsspear,,᛫ an Asphodelus plant ( asphodel ) ᛫,N,~,NE,,
kinhelm,,᛫ a crown ᛫ a diadem ᛫ a corona ᛫ royal power ( figurative ) ᛫,N,kinehelm[cynehelm],ME,,
kinhome,,᛫ a royal residence ᛫,N,cynehām,OE,,
kinhove,kinhof,᛫ a palace ᛫,N,cynehof,OE,,
kink,,᛫ a twist ᛫ a curl ᛫ an eccentricity ᛫ a fetish ᛫ a paraphilia ᛫,N,~,NE‹NL,,
kinlore,,᛫ genealogy ( the study of families ) ᛫,N,kin+lore,NE×2,invented by William Barnes,
kinly,kinlig,᛫ familial ᛫,AJ,kin+ly,NE×2,,
kinmark,,᛫ a mark or sign of royalty ᛫,N,kinemerk,NE,,
kinmoot,,᛫ a royal council ᛫,N,kinemote,ME,,
kinrich,kinric,᛫ a monarchy ᛫,N,kinerīche,ME,,
kinright,kinrigt,᛫ a royal right ᛫,N,cyneriht,OE,,
kinrun,,᛫ a family course ᛫ a generation ᛫ posterity ᛫,N,cynren,OE,,
kinsettle,kinsettel,᛫ a royal seat ( in all senses ) ᛫ a throne ᛫,N,kinesetle[cynesetl],ME,,
kinship,kinscip,᛫ relation ᛫,N,~,NE,,
kinshipwise,kinscipƿise,᛫ relative ᛭ relatively ᛫,AJ᛭AV,kinship+wise,NE×2,,
kinshroud,kinscrude,᛫ royal clothing ᛫ royal robes ᛫ a king's raiment ᛫,N,kinescrud,ME,,
kinslayer,kinslager,᛫ a parricide ᛫,N,~,NE,,
kinsman,,᛫ a blood relation ᛫ a relative ᛫,N,kinsman,NE,,
kinstool,,᛫ a royal seat ( in all senses ) ᛫ a throne ᛫,N,kinestol[cynestōl],ME,,
kinworth,kinƿorð,᛫ worthy of a king ᛫ regal ᛫,AJ,kineworth[cynewyrþe],ME,,
kinyard,kingeard,᛫ a sceptre / a scepter ᛫,N,kineȝerde[cynegyrd],ME,,
kipe,,᛫ a basket used as a measure for produce ᛫,N,~[kī̆pe][cȳpa/cȳpe],NE,[CED],
kir,,᛫ a choice ᛫ an option ᛫ a decision ᛫ a selection ᛫,N,kī̆re[cyre/cire],ME,,
kirtle,kirtel,᛫ a gown ᛫,N,~[cyrtel],NE‹I?,"from Latin ""curtus""?",
kirvet,kirfet,᛫ a gourd ᛫,N,cyrfet/cyrfæt,OE‹I,or: curvet (curfet),
kist,,᛫ virtue ᛫ one's character ᛫,N,custe[cyst],ME,,
kistiness,,᛫ generosity ᛫ liberality ᛫ munificence ᛫,N,cystignes,OE,,
kisty,kistig,᛫ devout ᛫ benevolent ᛫ of good character ᛫,AJ,cystig,OE,,
kitch,kic,᛫ a cake ᛫ a baked good ᛫,N,kichel[cycel],ME,,
kitchel,kicel,᛫ a small cake ᛫ a cookie ᛫,N,kichel[cycel],ME,,
kitchen,kicen,᛫ a room where food is prepared ᛫,N,~,NE‹Þ‹I,or: cookingroom,
kitchen sieve,kiccen sif,᛫ a colander ᛫ a strainer ᛫,N,kitchen sieve,NE,,
kith,kið,᛫ an acquaintance ᛫ acquaintances ᛫ something one is familiar with ᛫,N,~,NE,,
kithe,kiðe,᛫ to make known ᛫ to exhibit ( a virtue vice quality ) ᛫ to demonstrate ᛫,V,~[kīthen][cȳþan],NE,[MW],
kithey,kiðig,᛫ familiar ᛫ known ᛫,AJ,cȳþig,OE,,
kittle,kittel,᛫ to tickle ᛫,V,~,NE‹N?,[CED],
knack,,᛫ a talent for something ᛫ a disposition towards something ᛫ trick ᛫ artifice ᛫,N,~,NE,,
knap,,᛫ a knob ᛫ a tassel ᛫ a button ᛫ a clasp ᛫ a fastener ᛫ a protuberance ᛫ a hilltop ᛫,N,knap[cnæp],ME,,
knape,,᛫ a male infant ᛫ a boy ᛫,N,~[knāpe][cnapa],NE,"distantly akin to ""knave""?",
knapling,,᛫ a youth ᛫ an adolescent ᛫ a boy ᛫,N,cnæpling,OE,,
knar,,᛫ a crag ( a steep and rugged rock that projects from a rock mass ) ᛫ a protuberance of flesh ᛫ a knot in wood ᛫,N,knarre[*cnear?],ME‹OE?,,
knave,knafe,᛫ a boy ᛫ a servant boy ᛫ a scoundrel ᛫ a rogue ᛫ a jack ( playing cards ) ᛫,N,~,NE,,
knavechild,knafecild,᛫ a boy ᛫,N,knavechild,ME,,
knavish,knafisc,᛫ dishonest ᛫ unscrupulous ᛫,AJ,~,NE,,
kneat,,᛫ to argue ᛫ to dispute ᛫ to contend ᛫,V,cnēatian,OE,,
kneating,,᛫ an argument ᛫ a debate ᛫ a disputation ᛫,N,cnēatung,OE,,
knee,,᛫ a generation ᛫ a patella ( bone ) ᛫,N,knẹ̄&cnēo{cnēores},ME&OE,,
kneebending,,᛫ genuflection ᛫,N,knee+bending,NE×2,"see ""cnēowbīging""",
kneebone,,᛫ a patella ᛫,N,~,NE,or: kneecap (cap is from Latin),
kneebook,,᛫ a book of genealogy ᛫,N,cnēoresbōc,OE,,
kneebour,kneebor,᛫ a poleyn ᛫,N,knee+beorg{healsbeorg},NE+OE,,
kneeholm,,᛫ butcher's-broom ( Ruscus aculeatus ) ᛫,N,~,NE,,
kneel,,᛫ to genuflect ᛫,V,~,NE,,
knell,,᛫ a toll ᛫ a sign of the end of something ᛭ to toll ᛫ to announce or summon by tolling ᛫,N᛭V,~,NE,,
knide,,᛫ to beat ? ᛫,V,cnīdan,OE,,
knifesmith,knifesmið,᛫ a cutler ᛫,N,~,NE,,
knight,knigt,᛫ a warrior ᛫ a young servant ᛫ a military attendant ᛭ to confer knighthood upon ᛫,N᛭V,~,NE,,
knightliness,knigtliness,᛫ chivalry ᛫,N,~,NE,,
knightling,knigtling,᛫ a small or petty knight ᛫,N,~,NE,,
knightly,knigtlig,᛫ chivalrous ᛫ gallant and courtly ᛭ chivalrously ᛫,AJ᛭AV,~,NE,,
knightship,knigtscip,᛫ a knighthood ᛫ honorific formal address to a knighted person ᛫,N,~,NE,,
kniss,,᛫ to trouble ᛫,V,cnyssan,OE,,
knit,,᛫ to fasten by rope or thread ᛫ to tie ᛫ to bind ᛫ to unite ᛫ to combine ᛫ to ally ᛫,V,knit&knitten[cnyttan],NE&ME,,
knitch,knic,᛫ a bundle ᛫ a faggot ᛫,N,~,NE,,
knittle,knittel,᛫ knitting thread ᛫,N,cnyttels,OE,,
knoll,,᛫ a small mound or rounded hill ᛫,N,~,NE,,
knoller,,᛫ a sexton ᛫ a sacristan ᛫ a segstar ᛫,N,~,NE,,
knoosle,knoosel,᛫ a progeny ᛫ a genus ᛫,N,cnōsl,OE,,
knop,,᛫ a knob ( esp an ornamental one ) ᛫,N,~[cnop],NE,[MW],
knot,,᛫ node ᛫,N,~,NE,,
knotty,knottig,᛫ difficultly complex ᛫,AJ,~,NE,,
knownothing,knoƿnoþing,᛫ an ignoramus ᛫,N,knownothing,NE,,
lackwit,lackƿit,᛫ a fool ᛫,N,~,NE,,
lade,,᛫ to load ᛫ to burden ᛫,V,~,NE,PTCP: laden,
laden,,᛫ loaded ᛫ weighed down ᛫,AJ,~,NE,,
Ladoga Mere,,᛫ Lake Ladoga ᛫,N(P),Ladoga+mere,NE‹O+NE,,
lady,ladig,᛫ a mistress ᛫ a noblewoman ᛫ an adult human female ᛫ a female lord ᛫ ma'am ᛫ madam ᛫ (in the plural) mesdames ᛫,N,~{hlāfdige/hlǣfdige},NE,kin: lord; loaf,
Lady Day,Ladig Dag,᛫ Feast of the Annunciation ᛫,PN,~,NE,[OED],
ladysfinger,ladigsfinger,᛫ okra ᛫,N,lady's-finger,NE,[MW],
lair,lager,᛫ a den ᛫ a refuge or place for hiding ᛫,N,~,NE,,
lairwite,lagerƿite,᛫ a penalty for adultery or fornication ᛫,N,leirwīte,ME,,
lait,lagt,᛫ electricity ᛫ lightning ᛫ a flash of lightning ᛫ a flame ᛫ a burst of flame ᛫ a fire ᛫,N,leit,ME,,
lait,lagt,᛫ to search for ᛫ to seek ᛫ to look for ᛫ to try to find ᛫,V,~[leiten][leita],NE‹N,kin: wlātian ᛫ still alive in some dialects,
lake,,᛫ amusement ᛫ diversion ᛫ sport ᛫ game ᛭ to play ᛫ to sport ᛫ to game ᛫,N᛭V,leik&leiken,ME‹N?,,
lake,,᛫ a pool ᛫ a pond ᛫ a piece of water ᛫ a lake ᛫,N,lacu,OE‹I,consider instead: law/laƿ,
laker,,᛫ to scoff at ᛫ to mock ᛫,V,hlacerian,OE,rare,
lakering,,᛫ scoffing ᛫ mockery ᛫ scorn ᛫,N,hlacerung,OE,rare,
Lammas,,᛫ a holiday on the first of August which involves bringing bread to church ᛫,N(P),~[hlāfmæsse],NE,,
landbook,,᛫ a land charter ᛫,N,lōndbọ̄k[landbōc],ME,,
landfolk,,᛫ inhabitants of a land ᛫,N,londfolk,ME,,
landfowl,landfule,᛫ a Galliformes bird ᛫,N,landfowl,NE,,
landimere,,᛫ a land boundary ᛫,N,~[OE landgemǣre],NE,"the ge- suffix survived, as also found in ""handiwork/handicraft""",
landlore,,᛫ geography ᛫,N,land+lore,NE×2,,
landman,,᛫ a countryman ᛫,N,~,NE,,
landseater,,᛫ a colonist ᛫,N,landsǣta,OE,,
landshape,landscape,᛫ to landscape ᛫ to modify a piece of land ᛫,V,land+shape,NE×2,,
landship,landscip,᛫ a tank ( as in the vehicle ) ᛫,N,~,NE,,
landsid,,᛫ a custom of a country ᛫,N,landsidu,OE,,
landsman,,᛫ a compatriot ᛫,N,~,NE,,
lane,,᛫ a course ᛫ a road ᛫ a street ᛫,N,~,NE,,
lank,,᛫ to make or become lank ᛭ slender ᛫ paltry ᛫ straight and limp ᛫ languid ᛫ drooping ᛫,V᛭AJ,~,NE,,
lanky,lankig,᛫ tall slim and awkward ᛫,AJ,~,NE,,
lap,,᛫ the flat area between the waist and knees of a seated person ᛫ a lobe ( of an ear etc ) ᛫,N,~,NE,,
lape,,᛫ to lap ᛫,V,~,ANE,"[OED] ᛫ ""the form lappe, lap may be due to the influence of French laper"" - OED",
lapwing,lapƿing,᛫ a Vanellinae bird ᛫,N,~,NE,,
larboard,,᛫ the lefthand side of a ship (looking from the stern toward the bow) ᛫ port ᛭ pertaining to the left side of a ship ᛫ port ᛫,N᛭AJ,~,NE,,
lark,,᛫ an Alaudidae birds ᛫ one who wakes early ᛫,N,lark,NE,,
lark,,᛫ something done for fun esp something mischievous or daring ᛫ an escapade ᛫,N,~[skylark],NE,,
lashdye,lascdie,᛫ mascara ᛫,N,lash+dye,NE×2,,
last,,᛫ freight ᛫ cargo ᛫,N,last[hlæst],ME,,
last,,᛫ to continue ᛫ to endure ᛫ to persevere ᛫ to persist ᛫ to be sufficient ᛫ to perform ( a task ) ᛫ to follow ᛫ to accompany ᛫,V,last&last&lǣstan,NE&ME&OE,[OED],
lasting,,᛫ continuing ᛫ enduring ᛫ persevering ᛫ persisting ᛫ permanent ᛫ durable ᛫ staying ᛫ chronic ᛫,AJ,~,NE,[OED],
lastingly,lastinglig,᛫ in perpetuity ᛫ for all time to come ᛫ perpetually ᛫ eternally ᛫ for a long time ᛫ continually ᛫,AV,lastinglī,ME,,
lastingness,,᛫ continuance ᛫ duration ᛫ endurance ᛫ stamina ᛫ perseverance ᛫ persistance ᛫ permanence ᛫ permanency ᛫ durability ᛫ staying power ᛫ chronicity ᛫,N,~,NE,[OED],
lastname,,᛫ a surname ᛫,N,lastname,NE,,
lat,,᛫ nausea ᛫,N,wlǣta{wlatsome},OE,,
latch,lac,᛫ a fastener for a door or gate ᛭ to take hold of ᛫ to grasp ᛫ to ensnare ᛫ to arrest ᛫ to capture ᛫ to seize ᛫ to close with a latch ᛫,N᛭V,latch&lacchen,NE+ME,,[CED]
late,,᛫ a facial expression ᛫ an expression ᛫ a gesture ᛫ an utterance ( of humans or animals ) ᛫,N,lōt/late,ME,or: loat; lote,
late,,᛫ recent ᛫,AJ,~,NE,,
lately,latelig,᛫ recently ᛫,AV,~,NE,,
latemost,,᛫ final ᛫ most recent ᛫,AJ,lātemest[lætemest],ME,,
later,,᛫ one who is late or slow ᛫,N,lata,OE,,
lateward,lateƿard,᛫ recently ᛫,AV,lāteward,ME,,
lath,lað,᛫ a thin narrow strip used for support in buildings ᛭ to cover or line with laths ᛫,N᛭V,~,NE,,
lathe,laðe,᛫ to invite ᛫ to issue an invitation ᛫,V,lathe[lāthen][laþian],ANE,,
lathing,laðing,᛫ an invitation ᛫,N,~,NE,,
latred,,᛫ slow ᛫ tardy ᛫,AJ,~,NE,,
latsome,latsum,᛫ nauseous ᛫ disgusting ᛫ repulsive ᛫ repugnant ᛫ abominable ᛫ heinous ᛫ loathsome ᛫,AJ,wlatsome,ME,,
latter,,᛫ recent ᛫ situated nearer to the end of something than its beginning ᛫,AJ,~,NE,,
latterday,latterdag,᛫ modern ᛫ contemporary ᛫,AJ,latterday,NE,,
latterly,latterlig,᛫ recently ᛫ in the later stages of a period of time ᛫,AV,~,NE,,
lattew,latteƿ,᛫ a guide ( animate ) ᛫,N,latteu[lādtēow],ME,,
lattewdom,latteƿdom,᛫ guidance ᛫,N,lādtēowdōm,OE,,
laughingstock,laugingstock,᛫ a person subjected to general mockery or ridicule ᛫,N,~,NE,,
laughsome,laugsum,᛫ funny ᛫ humorous ᛫ causing laughter ᛫,AJ,~,NE,[CED],
laughter,laugter,᛫ a vice ᛫ an error ᛫ a mistake ᛫,N,laughter[leahter],ME,"let's rhyme this word with ""slaughter"" ᛫ or: leighter (from variant form)",
laughtercraft,laugtercraft,᛫ the art of comedy ᛫,N,laughter+craft,NE×2,,
laughtermaker,laugtermaker,᛫ a person who makes others laugh ᛫ a joker ᛫ a buffoon ᛫,N,~,NE,,[OED]
laughtersmith,laugtersmið,᛫ someone who causes laughter ᛫ a comedian ᛫,N,hleahtorsmiþ,OE,,
laughworthy,laugƿorðig,᛫ funny ᛫ amusing ᛫ ridiculous ᛫ ludicrous ᛫ laughable ᛫ absurd ᛫ risible ᛫,AJ,~,NE,[OED],
lave,lafe,᛫ rest ( as in remains ) ᛫ remnants ᛫ remains ᛫ survivors ᛫,N,~[lāf],NE,,
lave,lafe,᛫ to wash ᛫ to pour ᛫ to bathe ᛫ to bathe oneself ᛫,V,~[lafian],NE,,
lavel,lafel,᛫ a vessel ᛫,N,lavel[læfel],ME,,
law,laƿ,"᛫ a body of water ( such as a lake , a pond , a lagoon , or a loch )",N,lai/laȝe[lagu],ME,"""lay"" variant may be from French",
lawbreaker,laƿbreaker,᛫ a criminal ᛫,N,~,NE‹(N+E),,
lawer,laƿer,᛫ a lawyer ᛫,N,lawere,ME,,
lawer,laƿer,᛫ laurel ᛫ bay ᛫,N,laur{laur-beām},OE‹I,,
lawful,laƿful,"᛫ legal ( as in ""not illegal"" ) ᛫",AJ,~,NE‹(N+E),,
lawmaker,laƿmaker,᛫ legislator ᛫,N,~,NE‹(N+E),,
lawman,laƿman,᛫ a law enforcement officer ᛫,N,~,NE‹(N+E),,
lawwit,laƿƿit,᛫ one learned in the law ( such as a barrister a lawyer a paralegal or a judge ) ᛫,N,lahwita,OE,,
lax,,᛫ a salmon ᛫,N,~,NE,,
laxberry,laxberrig,᛫ a salmonberry ᛫,N,lax+berry,NE×2,calque: salmonberry,
lay,lag,᛫ to blame ᛫,V,lēan,OE,PST: lew ᛫ PP: lain ᛫ kin: 𐌻𐌰𐌹𐌰𐌽; lá (Icelandic),
lay about,lag abute,᛫ a lazy person ᛫,N,~,NE,,
layer,lager,᛫ level ᛫ tier ᛫,N,~,NE,reek,
layernaker,lagernaker,᛫ exfoliator ᛫,N,layer+nake+er,NE×3,,
layout,lagute,᛫ the overall design or structure of something ᛫ a format ᛫,N,~,NE,,
le,el,᛫ ( suffix forming nouns from verbs denoting an instrument or means ) ᛫,SUFFIX,els/el[else],ME,example: reek+le = reekle (insense),
le,el,᛫ ( frequentative verbal suffix ) ᛫,SUFFIX,~,NE,"found in words like ""bubble""",
lea,,᛫ a stretch of grassy or arable land ᛫ grassland ᛫ pasture ᛫,N,~,NE,or: leigh,
leach,leac,᛫ the act of leaching ᛫ a substance that is leached ᛫ constituents removed by leaching ᛭ to percolate ᛫,N᛭V,~[lē̆ch][leccan?],NE,[MW] ᛫ kin: leak,
lead,,᛫ lead ( metal ) ᛫ a cauldron ᛫ a kettle ᛫,N,lead&lēd[lēad],NE&ME,,
leaden,,᛫ made of lead ᛫ lead coloured ᛫ oppressively heavy ᛫,AJ,~,NE,,
leading light,ligt,᛫ a luminary ᛫,N,~,NE,,
leadpitch,leadpic,᛫ a leading tone ( in music ) ᛫,N,leading+pitch,NE×2,calque: leading-tone,
leaf,,᛫ a leaf ᛫ a petal ᛫ a page ( of a book or a website ) ᛫,N,leaf&lēf,NE&ME,,
leaf folding,,᛫ origami ᛫,N,leaf+folding,NE+NEᛣ,calque: 折り紙 origami,
leafdom,,᛫ foliage ᛫ leafage ᛫,N,~,NE,[OED],
leafing,,᛫ foliation ᛫,N,~,NE,[OED],
leafworm,leafƿurm,᛫ a caterpillar ᛫,N,lēafwyrm,OE,,
leam,,᛫ a flame ᛫ a flash ᛫ a gleam ᛫ a ray ᛫ a radiance ᛭ to flame ᛫ to blaze ᛫ to flash ᛫ to glow ᛫ to shine ᛫ to radiate ᛫ to gleam ᛫,N᛭V,leam&lẹ̄m&lēmen,ANE&ME×2,,
lean,,᛫ a loan ᛫,N,lēn[lēan],ME,kin: lend,
leandom,,᛫ feudalism ᛫,N,lean+dom,NE×2,calque: Lehnswesen; Leenstelsel ᛫ or: loandom,
leaning,,᛫ an inclination ᛫ a tendency ᛫ a partiality ᛫,N,~,NE,,
leanland,,᛫ leased land ᛫ feudal land ? ᛫,N,lǣnland,OE,or: loanland (Norse influenced),
leap,,"᛫ a basket for carrying grain , bread , gravel , etc ᛫ a basket for holding or catching fish ᛫ the amount of things held in a basket ᛫",N,lēp[leap],ME,,
leap,,᛫ to jump high or over a long distance ᛫,V,~,NE,PST: leapt/leaped ᛭ PTCP: leapt/leaped,
lear,,᛫ to teach ᛫ to teach oneself ᛫ to instruct ᛫ to educate ᛫ to cultivate ᛫ to train ᛫,V,lēren[lǣran],ME,,
leared,,᛫ educated ᛫,AJ,lēred,ME,,
learer,,᛫ a teacher ᛫ a professor ᛫,N,lērer,ME,,
learned,,᛫ educated ᛫ scholarly ᛫,AJ,~,NE,,
learner,,᛫ a student ᛫ a pupil ᛫ an apprentice ᛫,N,lērner,ME,,
learning,,᛫ a lesson ᛫ instruction ᛫ a doctrine ᛫ a maxim ᛫,N,~,NE&ANE,[OED],
learninghouse,learninghuse,᛫ a school ᛫,N,leornunghus,OE,,
learningman,,᛫ a pupil ᛫ a student ᛫ a disciple ᛫,N,leornungmann,OE,,
lease,,᛫ a lie ᛫ falsehood ᛭ to lie ᛫ to slander ᛫ to calumniate ᛫ to malign ᛫ to slander ᛫ to traduce ᛭ false ᛫ deceptive ᛫ destitute ᛫ bereft ᛫,N᛭V᛭AJ,~[lēas&lēasian],NE,,
lease,,᛫ to collect ᛫ to glean ᛫ to gather ᛫,V,~[lēsen],NE,rhyme: please,
lease,,᛫ pseudo- ᛫,PREFIX,leas,OE,,
leasename,leasename,᛫ a pseudonym ᛫,N,lease+name,NE,,
leasesawl,leasesaƿl,᛫ mendacious ᛫ falsehood saying ᛫,AJ,lēassagol{soþsawel},OE,,
leasespel,leasespel,᛫ a fable ᛫ a fiction ᛫,N,lēasspell,OE,,
